RegionID,M14,M19,M24,M34,M44,M54,M69,M70plus,F14,F19,F24,F34,F44,F54,F69,F70plus
1,100453,38213,43826,86895,62153,64244,60703,37738,-90847,-45546,-59972,-106566,-66258,-70391,-74600,-56545
2,15065,6515,7289,10458,8107,10107,5408,3796,-12246,-6291,-7422,
